search_title,search_authors,search_publisher,title,authors,publisher,published_date,description,page_count,categories,language,thumbnail,use_title,use_author,use_publisher,errors
標準ベイズ統計学,入江薫，菅澤翔之助，橋本真太郎,朝倉書店,標準ベイズ統計学,,,2022-06-08,ベイズ統計の基礎と計算手法を効率的に習得できるテキスト。Rのサンプルコードも入手可能。...,320,,ja,http://books.google.com/books/content?id=w8MKzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
樹木構造接近法,下川敏雄，杉本知之，後藤昌司,共立出版,Rで学ぶデータサイエンス,"下川敏雄, 杉本知之, 後藤昌司",,2013-10-10,本書では、樹木構造接近法に関する著者らの総合報告に基づいて、個々の手法に関する具体的内容を取り扱う。樹木構造接近法およびアンサンブル学習法の理論的な背景、および周辺手法に関する話題も取り上げた。...,214,,ja,http://books.google.com/books/content?id=_yEzngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0.0,1.0,1.0,0
機械学習,中川裕志,丸善出版,パターン認識と機械学習上,C.M.ビショップ,,2007-12,,349,,ja,,1.0,0.0,1.0,0
機械学習のための「前処理」入門,足立悠,リックテレコム,機械学習のための「前処理」入門,足立悠,,2019-06-13,データ分析技術の中心には、分析アルゴリズムやモデリング手法があります。しかし実務の現場では、むしろ「前処理」の重要性に直面します。その方法は「分析目標」と「データ形式」によって異なり、そこからどのように特徴量を作り出すかで、機械学習の成否が左右されます。本書では「予測」を分析目標とし、構造化データ、画像データ、時系列データ、自然言語について、機械学習における前処理の手順を紹介。演習問題を経て、Pythonによる実装までを体験します。データ分析のフレームワークCRISP‐DMに沿って実装を進めるので、実務に近い形で前処理のテクニックが身に付きます。...,303,,ja,http://books.google.com/books/content?id=9gb4xQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
機械学習のためのカーネル100問 with Python,鈴木譲,共立出版,機械学習のためのカーネル100問 with Python,鈴木讓,,2021-12-25,"機械学習の必須の技術であるカーネルを,その数学的基礎である関数解析から理解。Pythonコードを動かしながら身につける一冊。...",216,,ja,http://books.google.com/books/content?id=ioWwzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
機械学習のための確率と統計,杉山将,講談社,機械学習のための確率と統計,杉山将,,2015-04-07,まずは、ここから。なんでも基礎が大切!機械学習の理解に必要なトピックを厳選した。機械学習を学びたい大学生・技術者向け。...,119,,ja,http://books.google.com/books/content?id=DNhOrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
機械学習のための確率過程入門 確率微分方程式からベイズモデル，拡散モデルまで,内山祐介,オーム社,機械学習のための確率過程入門,内山祐介,株式会社 オーム社,2023-09-29,ベイズモデル、生成AIの数学的動作原理を学ぶ 本書は，機械学習の道具として使われている確率過程の書籍です．確率過程とは，誤解をおそれずにひと言でいえば「パラメータにしたがってランダムに変動するデータを解析するための数学の一分野」です．すなわち，ベイズモデル、生成AIの数学的動作原理です． 日進月歩の勢いで発展を遂げる機械学習の研究成果を各自の専門領域に取り入れるには，これらの中で道具として使われている確率過程の基礎的な知識が必要不可欠です．本書では，数学的な厳密性は犠牲としながらも，機械学習の最新の結果を理解するために最低限必要と思われる内容にしぼって，確率過程について説明しています． このような方におすすめ 理工系および情報系の学部上級生～博士前期過程の大学院生 関連する業務に携わる企業の研究開発者や，実験データ解析等にかかわる他分野の研究者の方々 主要目次 第1章 確率論の基礎 第2章 確率積分と確率微分方程式 第3章 マルコフ過程の性質 第4章 確率過程とベイズモデル 第5章 確率過程と機械学習 第6章 実問題への応用 付録 サンプルコード...,162,,ja,http://books.google.com/books/content?id=e_XYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
機械学習のための連続最適化,金森敬文，鈴木大慈，竹内一郎，佐藤一誠,講談社,機械学習のための連続最適化,"金森敬文, 鈴木大慈, 竹内一郎, 佐藤一誠",講談社,2016-12-06,※この商品はタブレットなど大きいディスプレイを備えた端末で読むことに適しています。また、文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 最小の努力で、最大の学びがここにある！・境界分野が面白い！ 基礎から最先端まで、骨太の一冊！・機械学習に不可欠な基礎知識が身につく。・おだやかではない。かつてこれほどの教科書があっただろうか。...,352,Technology & Engineering,ja,http://books.google.com/books/content?id=cBgzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
機械学習を解釈する技術〜予測力と説明力を両立する実践テクニック,森下光之助,技術評論社,機械学習を解釈する技術,森下光之助,,2021-08,あらゆる予測モデルを解釈する4つの手法PFI、PD、ICE、SHAP/特徴量の重要度/特徴量と予測値の関係性/インスタンスごとの異質性/予測の理由―そのモデルの振る舞いを説明できますか?...,272,,ja,http://books.google.com/books/content?id=wpeKzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
機械学習エンジニアのためのTransformers ―最先端の自然言語処理ライブラリによるモデル開発,Lewis Tunstall，Leandro von Werra，Thomas Wolf，中山光樹,オライリージャパン,機械学習エンジニアのためのTransformers,"Lewis Tunstall, Leandro von Werra, Thomas Wolf",オライリー・ジャパン,2022-08-05,Hugging Face Transformersを使った自然言語処理の解説書。大規模モデルを学習しスケールする方法を紹介。...,0,,ja,http://books.google.com/books/content?id=I6o6zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
機械学習スタートアップシリーズ　ベイズ推論による機械学習入門 ,須山敦志，杉山将,講談社,機械学習スタートアップシリーズ　ベイズ推論による機械学習入門,"須山敦志, 杉山将",講談社,2017-10-21,最短経路で平易に理解できる、今までにない入門書！ ベイズ主義機械学習（ベイズ学習）の基本原理にのっとり、「モデルの構築→推論の導出」という一貫した手順でアルゴリズムの作り方を解説。どこまでも分かりやすい！...,256,Computers,ja,http://books.google.com/books/content?id=MRN9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
機械学習工学,石川冬樹，丸山宏，柿沼太一，竹内広宜，土橋昌，中川裕志，原聡，堀内新吾，鷲崎弘宜,講談社,機械学習工学,"石川冬樹, 丸山宏, 柿沼太一, 竹内広宜, 土橋昌, 中川裕志, 原聡, 堀内新吾, 鷲崎弘宜",講談社,2022-07-22,★機械学習を「工学」として熟成していくために★ 【推薦の言葉】 AIブームの3回目は、機械学習技術が牽引してきた。業務や生活の 中で使われるようになるにつれて、現場や社会における課題に直面 している。機械学習工学を生み出した著者らによる本書は、技術と 現場をつなぎ、普及させていくための羅針盤となる貴重な一冊である。 ――浦本直彦氏(三菱ケミカルグループ、元・人工知能学会会長) 注目の新領域「機械学習工学」の入門書。まずはこの一冊から始めよう！ 機械学習ソフトウェアの開発・テスト・運用の方法論を体系的に俯瞰できる。 開発現場で試行錯誤しているエンジニアはもちろん、エンジニアと協働している人すべてに読んでほしい。 【主な内容】 巻頭言（丸山宏・PFN） 第1部 機械学習工学とは 第1章 機械学習工学（中川裕志・理化学研究所、石川冬樹・国立情報学研究所） 第2部 機械学習システムの開発・運用マネジメント 第2章 機械学習システムの開発とその検証プロジェクト（竹内広宜・武蔵大学） 第3章 機械学習システムの運用（堀内新吾、土橋昌・株式会社エヌ・ティ・ティ・データ） 第3部 機械学習システムの開発技術と倫理 第4章 機械学習デザインパターン（鷲崎弘宜・早稲田大学） 第5章 品質のとらえ方と管理（石川冬樹・国立情報学研究所） 第6章 機械学習モデルの説明法（原聡・大阪大学） 第7章 AI倫理（中川裕志・理化学研究所） 第4部 機械学習と知財・契約 第8章 機械学習と知財・契約（柿沼太一・弁護士法人STORIA） 第5部 機械学習工学の今後 第9章 今後に向けて（石川冬樹・国立情報学研究所） 付録A 模擬裁判の紹介（柿沼太一・弁護士法人STORIA）...,344,Technology & Engineering,ja,http://books.google.com/books/content?id=jxChEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
欠測データ処理: Rによる単一代入法と多重代入法,高橋将宜，渡辺美智子,共立出版,欠測データ処理,"高橋将宜, 渡辺美智子",共立出版,2021-09-01,平均値のｔ検定、重回帰分析、時系列分析など、社会科学において頻繁に使用される分析手法を取り上げ、データに欠測が生じている場合に多重代入法を用いてどのように欠測データを処理していけばよいかを具体的に解説する。 ※この電子書籍は固定レイアウト型で配信されております。固定レイアウト型は文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 一般的に調査・観測データには欠測が生じることが多く、適切な欠測データの処理をしなければ、解析結果に偏りが生じることがある。多重代入法は、尤度解析法と並んで最も汎用的な欠測データ解析法であるが、これまでの書籍では理論的な解説が主で、実際の応用事例や具体的な手順の記述が少なかった。そのため、実証分析を行う社会科学者や実務者が多重代入法を実際に活用することにはハードルがあった。 本書は、ワンポイントとして代入法を中心に解説している。平均値のt検定、重回帰分析、ロジスティック回帰分析、時系列分析、パネルデータ分析といった社会科学において頻繁に使用される分析手法に関して、データに欠測が生じている場合に、多重代入法を用いてどのように欠測データを処理していけばよいかを具体的に示している。 事例で扱ったデータとRコードが掲載されているので、読者は本書に示された手順を再現しながら、欠測データの解析法を学んでいくことができる。主に、ウェブ上で入手可能な実データで解説しているので、実践的な技能が身につく。本書は、座学として単に読むだけでなく、ぜひコンピュータ上で実際に処理を体験して欲しい。それが、欠測データの解析法を理解し、修得する近道である。...,210,Mathematics,ja,http://books.google.com/books/content?id=VIvVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
正規性の検定,中川重和,共立出版,正規性の検定,中川重和,,2019-08-15,,134,,ja,http://books.google.com/books/content?id=CMt6yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
深層学習,岡谷貴之,講談社,深層学習,岡谷貴之,講談社,2015-04-07,※この商品はタブレットなど大きいディスプレイを備えた端末で読むことに適しています。また、文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 いま最も注目されている機械学習手法である深層学習（ディープラーニング）を、トップ研究者が解説した。基礎から、SGD、自己符号化器、CNN、RNN、ボルツマンマシンまでと、盛りだくさん。軽快な語り口なので、無理なく理解できる！...,181,Technology & Engineering,ja,http://books.google.com/books/content?id=QJwECwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
深層学習　改訂第2版,岡谷貴之,講談社,深層学習　改訂第２版,岡谷貴之,講談社,2022-01-19,◆ベストセラーの改訂版。最高最強のバイブルが大幅にパワーアップ！！◆ ・トランスフォーマー、グラフニューラルネットワーク、生成モデルなどをはじめ、各手法を大幅に加筆。 ・深層学習のさまざまな課題と、その対策についても詳しく解説。 [本書まえがきより抜粋] ないもの（＝理論）ねだりをしても仕方がありません．それでも皆が研究を進めるのは，そうすることに意義があるからです．なぜうまく働くのか，なぜそうすべきか，数学的な証明はなくても，正しい説明は必ずあるはずです．それを手にできれば，目の前の課題を解決するのに，また次に進むべき道を知るうえで役に立つでしょう． そこで本書では，それぞれの方法について，今の時点で最も納得できる説明をきちんと与えることにこだわりました．名前の通った方法であっても，理屈が成り立たない，あるいは役に立たない方法や考え方については，はっきりそう書きました．著者の主観といわれても仕方がない場合もあるかもしれませんが，そのほうが有益であると信じています． また，現在の深層学習の広がりを把握できるように，定番となった問題・方法に加えて，重要だと思われる問題については，必ずしもそれほど有名でない方法も含めてなるべく網羅するようにしました．その取捨選択には，深層学習が実践的技術であることを踏まえ，実用性を最も重視しました．そこには，この間に著者が企業の実務家たちと行ってきた共同研究での経験が反映されています． [主な内容] 第1章 はじめに 第2章 ネットワークの基本構造 第3章 確率的勾配降下法 第4章 誤差逆伝播法 第5章 畳み込みニューラルネットワーク 第6章 系列データのためのネットワーク 第7章 集合・グラフのためのネットワークと注意機構 第8章 推論の信頼性 第9章 説明と可視化 第10章 いろいろな学習方法 第11章 データが少ない場合の学習 第12章 生成モデル...,391,Technology & Engineering,ja,http://books.google.com/books/content?id=4paFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
深層学習による自然言語処理,坪井祐太，海野裕也，鈴木潤,講談社,深層学習による自然言語処理,"坪井祐太, 海野裕也, 鈴木潤",,2017-05,応用(機械翻訳、文書要約、対話、質問応答)に焦点を当て、深層学習の利用方法を解説。「実装上の工夫」など実践的な内容が充実!...,229,,ja,http://books.google.com/books/content?id=RHKUswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
深層学習の原理に迫る: 数学の挑戦,今泉允聡,岩波書店,深層学習の原理に迫る　数学の挑戦,今泉允聡,岩波書店,2021-04-16,第三次人工知能（AI）ブームの中核的役割を果たす深層学習（ディープ・ラーニング）は，その高い信頼性と汎用性ゆえに様々な領域に応用されていく一方で，「なぜうまくいくのか」すなわち「なぜ優れた性能を発揮するのか」ということは分かっていない．深層学習の原理を数学的に解明するという難題に，気鋭の研究者が挑む．...,158,Mathematics,ja,http://books.google.com/books/content?id=qgNDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
深層強化学習入門,Vincent Francois-Lavet，Peter Henderson，Riashat Islam，Marc G. Bellemare，Joelle Pineau，松原崇充，井尻善久，濵屋政志,共立出版,深層強化学習入門,"Vincent Francois-Lavet, Peter Henderson, Riashat Islam, Marc G.Bellemare, Joelle Pineau",共立出版,2021-04-15,深層強化学習のモデルやアルゴリズム、その他のノウハウを紹介するテキスト。汎化性を向上させるノウハウや深層強化学習が実応用でどのように使われるかという観点に着目して解説。 ※この電子書籍は固定レイアウト型で配信されております。固定レイアウト型は文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 深層強化学習は、強化学習と深層学習の組み合わせである。この研究分野の発展により、従来機械で扱う範疇ではなかった広範囲の複雑な意思決定問題を解けるようになってきた。深層強化学習はヘルスケア、ロボティクス、スマートグリッド、金融工学、その他さまざまな領域において、新たな応用の可能性を切り拓きつつある。本書は、そのような深層強化学習に関し、強化学習の基礎から始まり、深層強化学習の主要なアルゴリズムや最先端の話題まで、豊富な参考文献も含めて幅広く網羅している。特に本書は、汎化性を向上させるノウハウや深層強化学習が実応用でどのように使われるかという観点に着目して執筆されている。 機械学習の基礎知識を有する大学生・大学院生や企業の研究者・技術者が、深層強化学習の概要を効率的に勉強したいと思ったときの最初の一冊として推薦できる構成となっている。 原著:An Introduction to Deep Reinforcement Learning、 2019...,137,Computers,ja,http://books.google.com/books/content?id=M8cyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,0.0,1.0,0
点過程の時系列解析,近江崇宏，野村俊一,共立出版,点過程の時系列解析,"近江崇宏, 野村俊一",,2019-06-15,,156,,ja,http://books.google.com/books/content?id=C_lHxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
現代シャノン理論,植松友彦,培風館,現代シャノン理論,植松友彦,,1998,本書は、シャノン理論について、ユニバーサル符号化を中心に、その全体をタイプ(type)の理論によって解説したものである。...,201,,ja,http://books.google.com/books/content?id=cH_NAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
現代情報理論,有本卓,電子情報通信学会,現代情報理論,有本卓,,1978,,272,,ja,,1.0,1.0,1.0,0
現代数理統計学,竹村彰通,創文社,現代数理統計学,竹村彰通,,1991,,360,Mathematical statistics,ja,,1.0,1.0,1.0,0
現場で使える！Python深層強化学習入門 強化学習と深層学習による探索と制御,伊藤多一，今津義充，須藤広大，仁ノ平将人，川﨑悠介，酒井裕企，魏崇哲,翔泳社,現場で使える！Python深層強化学習入門 強化学習と深層学習による探索と制御,"須藤広大, 伊藤多一, 今津義充, 仁ノ平将人, 川﨑悠介, 酒井裕企, 魏崇哲",翔泳社,2019-08-07,注目の最新AI技術！深層強化学習の開発手法がわかる！ 第一線で活躍する著者陣の書下ろしによる待望の1冊！ 【本書の目的】 AlphaGo（アルファ碁）でも利用されている深層強化学習。 AIサービスのみならずロボティクス分野でもその応用が期待されています。 本書は、AI開発に携わる第一線の著者陣が深層強化学習の開発手法について書き下ろした注目の1冊です。 【本書の特徴】 第1部では、まず、深層強化学習の概要について説明します。 次いで、強化学習の基礎（Q学習、方策勾配法、Actor-Critic法）と深層学習の基礎（CNN、RNN、LSTM）を解説します。 さらに、簡単な例題として倒立振子制御を取り上げ、DQNとActor-Critic法による実装例を紹介します。 第2部では、具体的な応用例として3つのアプローチを実装込みで解説します。 1つ目は、連続動作制御です。ヒューマノイドシミュレータの2足歩行制御を試みます。 2つ目は、パズル問題の解法です。巡回セールスマン問題（TSP）やルービックキューブの解探索について説明します。 3つ目は、系列データ生成です。文書生成（SeqGAN）やニューラルネットワークのアーキテクチャ探索（ENAS）を解説します。 全体を通して、行動の制御を担うエージェントのモデル化と、方策ベースの強化学習によるエージェントの学習法について学ぶことができます。 【読者が得られること】 深層強化学習による開発手法を学ぶことができます。 【対象読者】 深層強化学習を学びたい理工学生・エンジニア...,330,,ja,http://books.google.com/books/content?id=CY-nDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,0.0,1.0,0
現場で使える！Python自然言語処理入門,江澤美保，赤石雅典,翔泳社,現場で使える!Python自然言語処理入門,"赤石 雅典, 江澤 美保",翔泳社,2020-01-20,第一線のAIエンジニアによる 実プロジェクトの経験に裏打ちされた 「自然言語処理」のツボをここに集約! 【本書の目的】 本書は、Pythonを利用して、人工知能分野で注目されている 自然言語の分析手法を解説した書籍です。 従来技術と新技術を比較しつつ、 「インデックス化」「エンティティ抽出」「関係抽出」 「構文解析」「評価・感情・概念分析」を網羅。 Pythonによるプログラムや、APIの利用、 商用サービス(IBM Watson)や OSS(Mecab/Elasticsearch/Word2Vec)の利用など、 実践的な手法を解説します。 また最終章で話題のBERTについて解説します。 【本書の特徴】 本書は全体で5章構成になっています。 第1章:テキスト分析の概要をユーザ―目線、エンジニア目線の両方から丁寧に解説します。 第2章:テキスト分析のタスクを上げ、実際の分析までの具体的な方法を解説します。 第3章:AIの発達する前から利用されていたテキスト分析の手法について、 MecabやElasticsearchといったOSSを利用して解説します。 第4章:IBM社のWatson APIのAI技術を利用したテキスト分析手法を解説します。 第5章:Word2VecというOSSを利用した分析手法や、話題のBERTについて解説します。 【対象読者】 自然言語処理を学びたい理工学生・エンジニア 【著者プロフィール】 赤石雅典(あかいし・まさのり) 1987年日本アイ・ビー・エムに入社。東京基礎研究所で数式処理システムの研究開発に従事する。 1993年にSE部門に異動し、主にオープン系システムのインフラ設計・構築を担当。 2013年よりスマーターシティ事業、2016年8月にワトソン事業部に異動し、今に至る。 現在は、Watson Studio / Watson OpenScaleなどデータサイエンス系製品の提案活動が主体。 江澤美保(えざわ・みほ) 株式会社クレスコ。企業向けWebポータル製品の開発、大規模事務管理の海外移管プロジェクト、 決済サービスのフィールドエンジニア等を経て先端技術の法人営業に転向。 2015 年よりIBM Watsonに携わり、経営層へのWatson導入提案を多く経験。 現在は企業のAI導入支援を手掛けるAIコンサルタント・エンジニアとして活動中。 2019年よりIBM Champion。 ※本電子書籍は同名出版物を底本として作成しました。記載内容は印刷出版当時のものです。 ※印刷出版再現のため電子書籍としては不要な情報を含んでいる場合があります。 ※印刷出版とは異なる表記・表現の場合があります。予めご了承ください。 ※プレビューにてお手持ちの電子端末での表示状態をご確認の上、商品をお買い求めください。 (翔泳社)...,435,,ja,http://books.google.com/books/content?id=sSTLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
現場で活用するための機械学習エンジニアリング,藤井亮宏,講談社,現場で活用するための機械学習エンジニアリング,藤井亮宏,講談社,2021-11-26,★★管理職も技術者も必読！「機械学習」のやさしい活用法★★ 機械学習プロジェクトの上手な進め方、機械学習を活用するときに気をつけること、活用事例などをていねいに解説。 「機械学習を作る側」と「機械学習活用する側」との橋渡しとなる一冊！ [本書で学べること］ ・そもそも機械学習で何ができるのか？ ・現場への適切な組み込み方法は？ ・どうやって精度を保証するのか？ ・実運用を見すえたときに確認すべき部分は？ [主な内容] 第1章 本書の使い方 第1部 機械学習の基礎 第2章 機械学習とは何か 第3章 機械学習手法の種類と基礎 第4章 機械学習のタスク 第2部 機械学習の利活用 第5章 機械学習は一般企業でも活用できる 第6章 機械学習を現場で活用するには 第7章 機械学習の適用事例 第8章 実運用に耐えうる機械学習モデルの構築 第9章 機械学習モデルの説明性...,319,Computers,ja,http://books.google.com/books/content?id=NLdpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
理工基礎微分積分学Ⅰ,安達恒雄,サイエンス社,,,,,,,,,,,,,1
理工基礎微分積分学Ⅱ,安達恒雄,サイエンス社,,,,,,,,,,,,,1
理科系のための入門英語プレゼンテーション,廣岡慶彦,朝倉書店,理科系のための入門英語プレゼンテーション,廣岡慶彦,,2011-03,豊富な実例を用いたプレゼン英語の入門編...,126,,ja,http://books.google.com/books/content?id=sAEjuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
理科系のための実践英語プレゼンテーション,廣岡慶彦,朝倉書店,理科系のための実戦英語プレゼンテーション,廣岡慶彦,,2002-04,実例を駆使して理科系のプレゼン英語を解説...,131,,ja,http://books.google.com/books/content?id=pB3GAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
理系のための英語最重要「キー動詞」43,原田豊太郎,講談社,理系のための英語最重要「キー動詞」43,原田豊太郎,,2015-05-20,「このデータが証拠となる」はprovideで表現するのが正解。「方法やプロセスの特徴」を述べるにはinvolveを使う。同じ「合う」でも、fitとmatch、accommodateはどう使い分ける?議論に不可欠なassume、「説明や定義」で活躍するbe動詞から、条件が「有利に働く」favor、分析を「受ける」subjectまで。辞書では見つからない意味・用法がわかり、科学英語の読み書きに必要な英語力が身につく「超実践的」活用辞典。...,382,,ja,http://books.google.com/books/content?id=3jvwsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
生命情報処理における機械学習,瀬々潤，浜田道昭,講談社,生命情報処理における機械学習,"瀬々潤, 浜田道昭",,2015-12-08,創薬や医療、農業、環境問題に情報科学が果たす役割と実際の手法がわかる。生命科学の基礎のキソからスタートする親切な設計。検定の多重度に対する新しい対応法を紹介した。配列解析における推定量設計を古典的方法から最新情報まで解説する。...,178,,ja,http://books.google.com/books/content?id=4v_0jgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
生成 Deep Learning-絵をかき，物語や音楽を作り，ゲームをプレイする-,David Foster，松田昇一，小沼千絵,O'REILLY,生成 Deep Learning,"David Foster, デビットフォスター",,2020-10,生成型ディープラーニングの解説。人間にしかできないと思われていた創造的な作業を機械に行わせる技術の基礎から応用までを学ぶ。...,384,,ja,http://books.google.com/books/content?id=6PDbzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
画像認識,原田達也,講談社,画像認識,原田達也,,2017-05,基礎的な理論から、深層学習をはじめとする最新手法までを網羅し、発展著しい分野を俯瞰できるまたとない一冊。...,277,,ja,http://books.google.com/books/content?id=u5OKswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
異常検知と変化検知,井手剛，杉山将,講談社,異常検知と変化検知,"井手剛, 杉山将",,2015-08-07,気になるところからするする読める。異常や変化を実際に検知する現実世界の分析者向け。アルゴリズムとその活用例を広範囲に紹介。考え方やモデルの「気持ち」を丁寧に解説。...,178,,ja,http://books.google.com/books/content?id=z0BRawEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
確率モデルによるWebデータ解析法 - データマイニング技法からe-コマースまで,Pierre Baldi，Paolo Frasconi，Padhraic Smyth，水田正弘，南弘征，小宮由里子,森北出版,確率モデルによるWebデータ解析法,"Pierre Baldi, Paolo Frasconi, Padhraic Smyth",,2007-05,ウェブ上でのユーザ行動を数理的に分析...,301,,ja,http://books.google.com/books/content?id=ZLuiPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
確率モデルの基礎―金融工学を視野に入れた確率論的考え方 ,遠藤靖,東京電機大学出版局,確率モデルの基礎,遠藤靖,東京電機大学出版局,2002-05-20,本書は確率モデル―確率現象を数学的に表現したモデル―を扱うための基礎、つまり確率論・確率過程の入門書。工学や経営科学、物理学や社会学などさまざまな分野で発生する確率現象を取り扱うための基礎的な道具を提供している。特に金融工学における価格過程を視野に入れて解説した。学生やビジネスマンを対象とした、入門のための一冊。...,364,Literary Collections,ja,http://books.google.com/books/content?id=ZCZ-IRy6_P4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,0.0,0
確率・情報・エントロピー,有本卓,森北出版,確率・情報・エントロピー,有本卓,,1999-11-01,本書は、確率統計現象に本質的なエントロピーの役割をクローズアップすることを目的として書かれたものである。確率統計学の古典的な大数の法則やスターリングの公式にエントロピーが登場する場面を見た後、条件つきエントロピーや相互情報量の概念を導入し、これら諸概念の意味を詳しく勉強し、後半では、情報理論の重要な基本問題にこれら諸量がかかわってくる様子を見る。最後の章だけは少し違い、確率概念に基づかないで、一つの文字系列に対してエントロピーが定義できることを示し、符号化の考え方が適用できることを示す。...,269,,ja,http://books.google.com/books/content?id=ZOObPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
確率・統計解析の基礎,久保木久孝,朝倉書店,確率・統計解析の基礎,久保木久孝,,2007-03,"公認会計士の受験科目ともなった確率・統計を,理系だけでなく文系の学生を対象にやさしく解説...",0,Literary Collections,ja,http://books.google.com/books/content?id=N8eNGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
確率的最適化,鈴木大慈,講談社,確率的最適化,鈴木大慈,,2015-08-07,「基本」は深く、いつも新しい。詳細な記述で数学のパワフルさが実感できる。「知っている」「この程度だろう」の思い込みを覆す新しい話題満載。数式、アルゴリズム、用語がなぜそうなっているか腑に落ちる。...,164,,ja,http://books.google.com/books/content?id=WAf9sgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
確率統計学,須子統太，鈴木誠，浮田善文，小林学，後藤正幸,オーム社,確率統計学,"須子統太, 鈴木誠, 浮田善文, 小林学, 後藤正幸",,2010-09,確率統計を丁寧に解説した教科書...,251,,ja,http://books.google.com/books/content?id=bZ-tcQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
確率論,伊藤清,岩波書店,確率論の基礎,,,1944,,96,Probabilities,ja,,1.0,1.0,1.0,0
確率論 (実教理工学全書),西尾真喜子,実教出版,確率論,西尾真喜子,,1978,,254,,ja,,1.0,1.0,1.0,0
確率論とその応用II上,W・フェラー,紀伊國屋書店,確率論とその応用 II上,"フェラー,W., 国沢清典",,1969,,448,,ja,,1.0,1.0,1.0,0
確率論とその応用II下,W・フェラー,紀伊國屋書店,確率論とその応用 II上,"フェラー,W., 国沢清典",,1969,,448,,ja,,1.0,1.0,0.0,0
確率論とその応用I上,W・フェラー,紀伊國屋書店,確率論とその応用,,,1960,,636,,ja,,1.0,1.0,1.0,0
確率論とその応用I下,W・フェラー,紀伊國屋書店,確率論とその応用 I下,"フェラー,W., 河田龍夫",,1961,,361,,ja,,1.0,1.0,1.0,0
